age,deaths,log_deaths,sex,disease,disease_code,category,sex_code
63.239915671907376,597,2.7511525607119056,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
62.49559760942782,597,2.756062162111046,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
62.15574479100395,597,2.7296630258648222,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
62.675302934367835,597,2.776242233452255,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
61.78236600199998,597,2.75383897755303,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
63.15322541754664,294,2.4423035194788545,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
61.93183179534596,294,2.4672926064399134,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
63.27704072657696,294,2.442552857563307,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
62.77541687584941,294,2.494509291945029,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
62.08022007038784,294,2.491168965273343,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
62.28845301235081,294,2.481577913471515,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
62.71364753721743,294,2.471924798819633,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
61.844463632087056,294,2.501877579971081,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
67.21324810395478,772,2.8562691513757215,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
66.76524022648762,772,2.8967065946545603,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
67.78410297894766,772,2.8392760832285218,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
67.51934889327885,772,2.86026687785553,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
67.73227646465511,772,2.855053943236235,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
67.80550038096395,772,2.87629083496579,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
68.19876798197878,772,2.851369394750335,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
67.24570616168042,772,2.8489646524597947,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
68.1795097892457,772,2.9253512356738343,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
67.11270660434425,772,2.903615704939154,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
68.00755552032194,772,2.893137381495682,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
67.54744092536961,772,2.861802529425781,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
66.84896442848944,772,2.927338876131069,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
68.14066889146133,459,2.675122831264588,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
67.24244766567791,459,2.646733642998527,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
67.86152908619238,459,2.7015237115325186,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
68.11933827882419,459,2.689800240123023,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
67.72725063384686,459,2.620226682036766,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
66.95860594255139,459,2.701668104389969,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
67.67028649545534,459,2.612732390698924,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
66.86235446858565,459,2.6781628624480667,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
66.70809853415395,459,2.627893490679011,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
67.57797406298654,459,2.6810022053065303,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
72.74313801520417,966,2.957404057361549,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.83948675415606,966,2.9587020351651736,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.22063951705483,966,3.0096262669272957,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.73941263847554,966,3.0198994674649113,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.75218062768054,966,2.9918079867490404,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
71.84987962852495,966,2.9717487067214368,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.12432378829077,966,2.959376090753402,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
73.25681688760392,966,2.9742868988821693,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
73.12727448828338,966,2.99809098901522,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.97169808566663,966,2.9852408357260125,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.62304621540217,966,2.9842288957973797,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.01238878047687,966,3.007222337941644,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.14923577990537,966,2.9374087230586388,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
72.73275567345146,966,2.9526881943561984,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
73.20473373496466,966,3.0303699841157523,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
73.16378302435271,720,2.844348366456813,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
71.72473058644619,720,2.900164352690041,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
72.3850946373077,720,2.9039979783356356,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
73.2417919633428,720,2.8926334419780044,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
72.17111822731134,720,2.845842269291461,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
73.06181867442697,720,2.8390246969468964,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
71.97118839469775,720,2.8630126226771035,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
73.19784763865725,720,2.8769354760987658,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
72.61209787214298,720,2.8170501458083455,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
72.68401156271867,720,2.906337881441695,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
71.92413442437844,720,2.8591654616676423,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
73.10379691508473,720,2.881409358206689,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
72.81522518559242,720,2.8775809048299794,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.27518584195161,1051,3.0009619004546915,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.99497784876561,1051,3.0526140554961603,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
78.08731570972816,1051,3.0629267712838892,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.5181478381775,1051,3.021754345496962,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.97727228634685,1051,3.0365991091060187,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.82314700361232,1051,3.051181982971852,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
78.1240085469081,1051,3.0054022317133957,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.30093272422391,1051,2.981000910012329,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.62524822559388,1051,2.975196943407916,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.44495682901194,1051,3.025867179499,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.15846600340525,1051,3.030686042085143,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
76.74880039990248,1051,2.9753375349031637,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
78.01616089705546,1051,3.0076217801693685,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
76.90329682024301,1051,3.0238270420337225,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.93198968495778,1051,2.9931848187779266,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
77.6966247613104,1051,2.980137462527619,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
76.78269075386977,898,2.9564117998241195,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.56501619457617,898,2.967019326817125,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.86174613395626,898,3.000861544613558,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.52608055728192,898,2.935571983961429,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.97229791162992,898,2.930359561793512,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.40235427312902,898,2.911121974801531,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
76.74056118946473,898,2.999541178135097,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
78.03756819281953,898,2.972873757276674,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.35432471106283,898,2.920605768674389,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
76.95029926827374,898,2.928300626483764,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.57876266352979,898,2.9747359289373105,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.75631580274838,898,2.931269726361899,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
78.2277844490611,898,2.9770660283368815,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
77.58696648401825,898,2.9644484112907397,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.37136009988447,1843,3.240298434169189,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.26955628584201,1843,3.2913099462655104,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
81.72302958180761,1843,3.227132599269765,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
81.7736042272348,1843,3.219598215450971,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
83.06873693441761,1843,3.285891121157076,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.45867812653972,1843,3.2253087512841736,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.48658540018693,1843,3.2628725122971303,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
81.97712299185602,1843,3.258910500142871,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.3376075750358,1843,3.2771103450242953,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.71614984138823,1843,3.220055736196278,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.29938018340235,1843,3.2781113267904973,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.50501801372815,1843,3.301174319337906,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.75390981059032,1843,3.2318187779272165,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
81.81290999584068,1843,3.2797672630397052,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
81.7424180968666,1843,3.27410289334642,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
83.20436838627994,1843,3.2730727530066615,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.32107188193044,1843,3.279854157063309,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.43320462478643,1843,3.270087014150667,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
83.20634369404245,1843,3.254135598999151,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
83.23790490211826,1843,3.30606039941468,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
82.01326581566288,1843,3.22246146530659,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
81.86124480220388,1834,3.215221513899157,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
81.85110873720949,1834,3.281700008675638,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
81.81390183753636,1834,3.245296894363378,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
83.05180049755113,1834,3.2157265249075846,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
83.00314957214229,1834,3.2415848088113424,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
81.88906372419466,1834,3.2830730478704173,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.70630855484781,1834,3.3011465326867073,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.87611367008621,1834,3.293747424372487,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.15125531611409,1834,3.2311432857119744,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.90098360262537,1834,3.2940828052607287,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
83.28480822720108,1834,3.254661099025145,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.29522893726845,1834,3.291040627408202,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.24528566440483,1834,3.3064750638943585,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
83.07346040294883,1834,3.256298734071504,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.9013937084664,1834,3.2888536187424706,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
81.8649981901375,1834,3.3036546220019587,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.50840379591658,1834,3.2960450779447763,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.21207936164897,1834,3.302951654183622,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.32272268597467,1834,3.214483096482032,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
83.14861116227083,1834,3.2225279990126157,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
82.21090182014467,1834,3.3084055280390827,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.7209714351001,2926,3.4736181106016204,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.21093953947168,2926,3.461118873987124,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.6691372347169,2926,3.4491407763262836,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.27602952972326,2926,3.49151177473306,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.46652646996135,2926,3.495236136068747,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.34592976487791,2926,3.46571635225955,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.29209401602662,2926,3.4712272100216657,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.9064488021974,2926,3.505044740065122,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.76146402008332,2926,3.4279810234320527,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.42878669128454,2926,3.4924253849610394,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.18914890130601,2926,3.426386589401571,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.33457088978399,2926,3.486371234935204,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.3164208101827,2926,3.4984603277183277,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.32998756345039,2926,3.424409199853482,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.33574034253631,2926,3.5149382796394093,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.7988332732098,2926,3.453338536495981,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.50047930761201,2926,3.510999179527678,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.7776017021166,2926,3.491612140315186,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.80201533684946,2926,3.4246243934591587,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.4434350654839,2926,3.4721147467628724,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.87875521479516,2926,3.5069097602987656,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.37791597168984,2926,3.465536832218378,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.21816583162787,2926,3.4631403859887047,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.29008524109094,2926,3.428156113416099,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.38804199484336,2926,3.4811953520008982,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.39367180682467,2926,3.4746111982990078,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
90.73947607755926,2926,3.453761379741662,Male,Certain infectious and parasitic diseases,TDU-01,Infectious,M
89.65713933805098,4644,3.703752123885482,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.55775334163113,4644,3.7132144650105974,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.2194471595037,4644,3.7138800937372998,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.26905585912093,4644,3.706006522436343,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.04432177453808,4644,3.7161886906784662,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.31807450357664,4644,3.6722776395066683,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.75088405699056,4644,3.669201995483551,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.20703782101641,4644,3.6864670799649977,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.92726570362844,4644,3.6796480190749423,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.13490289907696,4644,3.707008012115635,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.27271420854633,4644,3.644988530025759,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.7206583745225,4644,3.705918589455628,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.92905080445713,4644,3.67890547084669,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.64380989276981,4644,3.635704327038912,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.94191744790398,4644,3.6522274338691414,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.13384977896139,4644,3.6246656747630346,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.75903169226586,4644,3.7155132855144966,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.3170587424316,4644,3.670501847700948,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.69524418605812,4644,3.698271713037231,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.2955698760862,4644,3.6331539050010253,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.65748349519015,4644,3.699145935358853,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.71967986126708,4644,3.689464161905372,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.18146431349726,4644,3.6587165146955978,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.69236557336642,4644,3.703498600016577,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.2723498721699,4644,3.619528908516261,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.80234138700487,4644,3.697947544144719,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.77964180690391,4644,3.6319339001768887,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.15060914456342,4644,3.654981296729638,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.75186303650337,4644,3.701104103380107,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.54132592753783,4644,3.663761527046033,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.86371120374027,4644,3.6442329182596067,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
89.29020079464148,4644,3.7033644486920414,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.50064161460813,4644,3.716863978395149,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
90.79461893931826,4644,3.6724353816267987,Female,Certain infectious and parasitic diseases,TDU-01,Infectious,F
27.930379864288817,3,0.5215978277079052,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
38.05943582508386,5,0.6737048145103386,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
37.42087061649615,3,0.4400371962348119,Female,"Tuberculosis, including its sequelae",TDU-011,Infectious,F
43.22648164361396,8,0.9137074504370315,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
47.06582848880554,4,0.6192300597685481,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
52.689005184732636,8,0.8889062587952276,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
56.88169214751941,10,1.01715731955928,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
57.53249232144607,4,0.6292918305015264,Female,"Tuberculosis, including its sequelae",TDU-011,Infectious,F
62.53226160177919,14,1.181346185710092,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
62.58305094203918,3,0.4832150518732011,Female,"Tuberculosis, including its sequelae",TDU-011,Infectious,F
68.10264576425335,15,1.166439545676921,Male,"Tuberculosis, including its sequelae",TDU-011,Infectious,M
