year,disease_code,disease_name,category,age_group,age_numeric,sex,deaths,log_deaths
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,60 to under 65 years,62.5,Male,14,1.146128035678238
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,60 to under 65 years,62.5,Female,3,0.47712125471966244
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,65 to under 70 years,67.5,Male,15,1.1760912590556813
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,65 to under 70 years,67.5,Female,7,0.8450980400142568
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,70 to under 75 years,72.5,Male,19,1.2787536009528289
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,70 to under 75 years,72.5,Female,10,1.0
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,75 to under 80 years,77.5,Male,9,0.9542425094393249
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,75 to under 80 years,77.5,Female,6,0.7781512503836436
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,80 to under 85 years,82.5,Male,24,1.380211241711606
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,80 to under 85 years,82.5,Female,18,1.255272505103306
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,85 years and over,90.0,Male,38,1.5797835966168101
2023,TDU-011,"Tuberculosis, including its sequelae",Infectious,85 years and over,90.0,Female,42,1.6232492903979006
2023,TDU-012,Meningococcal infection,Infectious,under 1 year,0.5,Male,3,0.47712125471966244
2023,TDU-012,Meningococcal infection,Infectious,under 1 year,0.5,Female,3,0.47712125471966244
2023,TDU-012,Meningococcal infection,Infectious,1 to under 15 years,8.0,Male,3,0.47712125471966244
2023,TDU-012,Meningococcal infection,Infectious,85 years and over,90.0,Female,4,0.6020599913279624
2023,TDU-013,Viral hepatitis,Infectious,40 to under 45 years,42.5,Male,11,1.0413926851582251
2023,TDU-013,Viral hepatitis,Infectious,45 to under 50 years,47.5,Male,29,1.462397997898956
2023,TDU-013,Viral hepatitis,Infectious,45 to under 50 years,47.5,Female,3,0.47712125471966244
2023,TDU-013,Viral hepatitis,Infectious,50 to under 55 years,52.5,Male,21,1.3222192947339193
2023,TDU-013,Viral hepatitis,Infectious,50 to under 55 years,52.5,Female,8,0.9030899869919435
2023,TDU-013,Viral hepatitis,Infectious,55 to under 60 years,57.5,Male,41,1.6127838567197355
2023,TDU-013,Viral hepatitis,Infectious,55 to under 60 years,57.5,Female,9,0.9542425094393249
2023,TDU-013,Viral hepatitis,Infectious,60 to under 65 years,62.5,Male,47,1.6720978579357175
2023,TDU-013,Viral hepatitis,Infectious,60 to under 65 years,62.5,Female,18,1.255272505103306
2023,TDU-013,Viral hepatitis,Infectious,65 to under 70 years,67.5,Male,36,1.5563025007672873
2023,TDU-013,Viral hepatitis,Infectious,65 to under 70 years,67.5,Female,18,1.255272505103306
2023,TDU-013,Viral hepatitis,Infectious,70 to under 75 years,72.5,Male,24,1.380211241711606
2023,TDU-013,Viral hepatitis,Infectious,70 to under 75 years,72.5,Female,18,1.255272505103306
2023,TDU-013,Viral hepatitis,Infectious,75 to under 80 years,77.5,Male,21,1.3222192947339193
2023,TDU-013,Viral hepatitis,Infectious,75 to under 80 years,77.5,Female,16,1.2041199826559248
2023,TDU-013,Viral hepatitis,Infectious,80 to under 85 years,82.5,Male,31,1.4913616938342726
2023,TDU-013,Viral hepatitis,Infectious,80 to under 85 years,82.5,Female,22,1.3424226808222062
2023,TDU-013,Viral hepatitis,Infectious,85 years and over,90.0,Male,22,1.3424226808222062
2023,TDU-013,Viral hepatitis,Infectious,85 years and over,90.0,Female,36,1.5563025007672873
2023,TDU-014,HIV disease,Infectious,25 to under 30 years,27.5,Male,3,0.47712125471966244
2023,TDU-014,HIV disease,Infectious,30 to under 35 years,32.5,Male,7,0.8450980400142568
2023,TDU-014,HIV disease,Infectious,35 to under 40 years,37.5,Male,16,1.2041199826559248
2023,TDU-014,HIV disease,Infectious,35 to under 40 years,37.5,Female,5,0.6989700043360189
2023,TDU-014,HIV disease,Infectious,40 to under 45 years,42.5,Male,13,1.1139433523068367
2023,TDU-014,HIV disease,Infectious,40 to under 45 years,42.5,Female,3,0.47712125471966244
2023,TDU-014,HIV disease,Infectious,45 to under 50 years,47.5,Male,20,1.3010299956639813
2023,TDU-014,HIV disease,Infectious,50 to under 55 years,52.5,Male,34,1.5314789170422551
2023,TDU-014,HIV disease,Infectious,50 to under 55 years,52.5,Female,9,0.9542425094393249
2023,TDU-014,HIV disease,Infectious,55 to under 60 years,57.5,Male,31,1.4913616938342726
2023,TDU-014,HIV disease,Infectious,55 to under 60 years,57.5,Female,5,0.6989700043360189
2023,TDU-014,HIV disease,Infectious,60 to under 65 years,62.5,Male,32,1.505149978319906
2023,TDU-014,HIV disease,Infectious,60 to under 65 years,62.5,Female,5,0.6989700043360189
2023,TDU-014,HIV disease,Infectious,65 to under 70 years,67.5,Male,23,1.3617278360175928
2023,TDU-014,HIV disease,Infectious,65 to under 70 years,67.5,Female,5,0.6989700043360189
2023,TDU-014,HIV disease,Infectious,70 to under 75 years,72.5,Male,15,1.1760912590556813
2023,TDU-014,HIV disease,Infectious,75 to under 80 years,77.5,Male,14,1.146128035678238
2023,TDU-014,HIV disease,Infectious,75 to under 80 years,77.5,Female,3,0.47712125471966244
2023,TDU-014,HIV disease,Infectious,80 to under 85 years,82.5,Male,14,1.146128035678238
2023,TDU-014,HIV disease,Infectious,85 years and over,90.0,Male,6,0.7781512503836436
2023,TDU-02,Neoplasms,Cancer,under 1 year,0.5,Male,6,0.7781512503836436
2023,TDU-02,Neoplasms,Cancer,under 1 year,0.5,Female,10,1.0
2023,TDU-02,Neoplasms,Cancer,1 to under 15 years,8.0,Male,146,2.164352855784437
2023,TDU-02,Neoplasms,Cancer,1 to under 15 years,8.0,Female,99,1.99563519459755
2023,TDU-02,Neoplasms,Cancer,15 to under 20 years,17.5,Male,67,1.8260748027008264
2023,TDU-02,Neoplasms,Cancer,15 to under 20 years,17.5,Female,36,1.5563025007672873
2023,TDU-02,Neoplasms,Cancer,20 to under 25 years,22.5,Male,80,1.9030899869919435
2023,TDU-02,Neoplasms,Cancer,20 to under 25 years,22.5,Female,68,1.8325089127062364
2023,TDU-02,Neoplasms,Cancer,25 to under 30 years,27.5,Male,135,2.130333768495006
2023,TDU-02,Neoplasms,Cancer,25 to under 30 years,27.5,Female,108,2.03342375548695
2023,TDU-02,Neoplasms,Cancer,30 to under 35 years,32.5,Male,237,2.374748346010104
2023,TDU-02,Neoplasms,Cancer,30 to under 35 years,32.5,Female,287,2.4578818967339924
2023,TDU-02,Neoplasms,Cancer,35 to under 40 years,37.5,Male,379,2.578639209968072
2023,TDU-02,Neoplasms,Cancer,35 to under 40 years,37.5,Female,547,2.737987326333431
2023,TDU-02,Neoplasms,Cancer,40 to under 45 years,42.5,Male,746,2.8727388274726686
2023,TDU-02,Neoplasms,Cancer,40 to under 45 years,42.5,Female,946,2.975891136401793
2023,TDU-02,Neoplasms,Cancer,45 to under 50 years,47.5,Male,1197,3.0780941504064105
2023,TDU-02,Neoplasms,Cancer,45 to under 50 years,47.5,Female,1506,3.177824971864682
2023,TDU-02,Neoplasms,Cancer,50 to under 55 years,52.5,Male,3172,3.501333178645566
2023,TDU-02,Neoplasms,Cancer,50 to under 55 years,52.5,Female,3054,3.484869032720402
2023,TDU-02,Neoplasms,Cancer,55 to under 60 years,57.5,Male,7071,3.8494808372439864
2023,TDU-02,Neoplasms,Cancer,55 to under 60 years,57.5,Female,5885,3.7697464671794534
2023,TDU-02,Neoplasms,Cancer,60 to under 65 years,62.5,Male,12096,4.082641778157131
2023,TDU-02,Neoplasms,Cancer,60 to under 65 years,62.5,Female,9123,3.9601376748637946
2023,TDU-02,Neoplasms,Cancer,65 to under 70 years,67.5,Male,15808,4.198876927243553
2023,TDU-02,Neoplasms,Cancer,65 to under 70 years,67.5,Female,11548,4.062506775208683
2023,TDU-02,Neoplasms,Cancer,70 to under 75 years,72.5,Male,19022,4.279256177338507
2023,TDU-02,Neoplasms,Cancer,70 to under 75 years,72.5,Female,13843,4.14123021889658
2023,TDU-02,Neoplasms,Cancer,75 to under 80 years,77.5,Male,18216,4.2604530176070865
2023,TDU-02,Neoplasms,Cancer,75 to under 80 years,77.5,Female,14177,4.151584339359896
2023,TDU-02,Neoplasms,Cancer,80 to under 85 years,82.5,Male,24564,4.3902990887101305
2023,TDU-02,Neoplasms,Cancer,80 to under 85 years,82.5,Female,20953,4.321246212990591
2023,TDU-02,Neoplasms,Cancer,85 years and over,90.0,Male,25017,4.398235228556343
2023,TDU-02,Neoplasms,Cancer,85 years and over,90.0,Female,28473,4.454433228116589
2023,TDU-021,Malignant neoplasms,Cancer,under 1 year,0.5,Female,4,0.6020599913279624
2023,TDU-021,Malignant neoplasms,Cancer,1 to under 15 years,8.0,Male,139,2.143014800254095
2023,TDU-021,Malignant neoplasms,Cancer,1 to under 15 years,8.0,Female,93,1.968482948553935
2023,TDU-021,Malignant neoplasms,Cancer,15 to under 20 years,17.5,Male,65,1.8129133566428555
2023,TDU-021,Malignant neoplasms,Cancer,15 to under 20 years,17.5,Female,34,1.5314789170422551
2023,TDU-021,Malignant neoplasms,Cancer,20 to under 25 years,22.5,Male,77,1.8864907251724818
2023,TDU-021,Malignant neoplasms,Cancer,20 to under 25 years,22.5,Female,66,1.8195439355418688
2023,TDU-021,Malignant neoplasms,Cancer,25 to under 30 years,27.5,Male,133,2.123851640967086
2023,TDU-021,Malignant neoplasms,Cancer,25 to under 30 years,27.5,Female,106,2.0253058652647704
2023,TDU-021,Malignant neoplasms,Cancer,30 to under 35 years,32.5,Male,231,2.3636119798921444
2023,TDU-021,Malignant neoplasms,Cancer,30 to under 35 years,32.5,Female,278,2.444044795918076
2023,TDU-021,Malignant neoplasms,Cancer,35 to under 40 years,37.5,Male,366,2.5634810853944106
2023,TDU-021,Malignant neoplasms,Cancer,35 to under 40 years,37.5,Female,537,2.7299742856995555
2023,TDU-021,Malignant neoplasms,Cancer,40 to under 45 years,42.5,Male,723,2.859138297294531
2023,TDU-021,Malignant neoplasms,Cancer,40 to under 45 years,42.5,Female,934,2.9703468762300935
2023,TDU-021,Malignant neoplasms,Cancer,45 to under 50 years,47.5,Male,1174,3.0696680969115957
2023,TDU-021,Malignant neoplasms,Cancer,45 to under 50 years,47.5,Female,1481,3.1705550585212086
2023,TDU-021,Malignant neoplasms,Cancer,50 to under 55 years,52.5,Male,3130,3.4955443375464483
2023,TDU-021,Malignant neoplasms,Cancer,50 to under 55 years,52.5,Female,3020,3.4800069429571505
2023,TDU-021,Malignant neoplasms,Cancer,55 to under 60 years,57.5,Male,6961,3.8426716337607885
2023,TDU-021,Malignant neoplasms,Cancer,55 to under 60 years,57.5,Female,5801,3.763502865467597
2023,TDU-021,Malignant neoplasms,Cancer,60 to under 65 years,62.5,Male,11884,4.074962643131626
2023,TDU-021,Malignant neoplasms,Cancer,60 to under 65 years,62.5,Female,9006,3.954531942626914
2023,TDU-021,Malignant neoplasms,Cancer,65 to under 70 years,67.5,Male,15493,4.190135520877031
2023,TDU-021,Malignant neoplasms,Cancer,65 to under 70 years,67.5,Female,11350,4.054995861529141
2023,TDU-021,Malignant neoplasms,Cancer,70 to under 75 years,72.5,Male,18614,4.269839709576839
2023,TDU-021,Malignant neoplasms,Cancer,70 to under 75 years,72.5,Female,13535,4.131458260106525
2023,TDU-021,Malignant neoplasms,Cancer,75 to under 80 years,77.5,Male,17680,4.247482260677054
2023,TDU-021,Malignant neoplasms,Cancer,75 to under 80 years,77.5,Female,13751,4.138334282071019
2023,TDU-021,Malignant neoplasms,Cancer,80 to under 85 years,82.5,Male,23584,4.372617466178958
2023,TDU-021,Malignant neoplasms,Cancer,80 to under 85 years,82.5,Female,20005,4.301138555715016
2023,TDU-021,Malignant neoplasms,Cancer,85 years and over,90.0,Male,23584,4.372617466178958
2023,TDU-021,Malignant neoplasms,Cancer,85 years and over,90.0,Female,26451,4.422442095511937
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,30 to under 35 years,32.5,Male,4,0.6020599913279624
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,35 to under 40 years,37.5,Male,8,0.9030899869919435
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,35 to under 40 years,37.5,Female,7,0.8450980400142568
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,40 to under 45 years,42.5,Male,27,1.4313637641589874
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,40 to under 45 years,42.5,Female,10,1.0
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,45 to under 50 years,47.5,Male,53,1.724275869600789
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,45 to under 50 years,47.5,Female,16,1.2041199826559248
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,50 to under 55 years,52.5,Male,199,2.298853076409707
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,50 to under 55 years,52.5,Female,36,1.5563025007672873
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,55 to under 60 years,57.5,Male,417,2.6201360549737576
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,55 to under 60 years,57.5,Female,122,2.0863598306747484
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,60 to under 65 years,62.5,Male,648,2.8115750058705933
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,60 to under 65 years,62.5,Female,190,2.278753600952829
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,65 to under 70 years,67.5,Male,672,2.8273692730538253
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,65 to under 70 years,67.5,Female,209,2.3201462861110542
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,70 to under 75 years,72.5,Male,578,2.761927838420529
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,70 to under 75 years,72.5,Female,187,2.271841606536499
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,75 to under 80 years,77.5,Male,442,2.645422269349092
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,75 to under 80 years,77.5,Female,163,2.2121876044039577
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,80 to under 85 years,82.5,Male,418,2.621176281775035
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,80 to under 85 years,82.5,Female,194,2.287801729930226
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,85 years and over,90.0,Male,301,2.4785664955938436
2023,TDU-02101,"Malignant neoplasms of lip, oral cavity, pharynx",Cancer,85 years and over,90.0,Female,290,2.462397997898956
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,30 to under 35 years,32.5,Male,4,0.6020599913279624
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,35 to under 40 years,37.5,Male,13,1.1139433523068367
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,35 to under 40 years,37.5,Female,4,0.6020599913279624
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,40 to under 45 years,42.5,Male,33,1.5185139398778875
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,40 to under 45 years,42.5,Female,4,0.6020599913279624
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,45 to under 50 years,47.5,Male,43,1.6334684555795864
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,45 to under 50 years,47.5,Female,17,1.2304489213782739
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,50 to under 55 years,52.5,Male,183,2.2624510897304293
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,50 to under 55 years,52.5,Female,42,1.6232492903979006
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,55 to under 60 years,57.5,Male,439,2.6424645202421213
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,55 to under 60 years,57.5,Female,81,1.9084850188786497
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,60 to under 65 years,62.5,Male,679,2.8318697742805017
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,60 to under 65 years,62.5,Female,140,2.146128035678238
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,65 to under 70 years,67.5,Male,758,2.8796692056320534
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,65 to under 70 years,67.5,Female,195,2.290034611362518
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,70 to under 75 years,72.5,Male,723,2.859138297294531
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,70 to under 75 years,72.5,Female,177,2.247973266361807
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,75 to under 80 years,77.5,Male,591,2.7715874808812555
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,75 to under 80 years,77.5,Female,182,2.2600713879850747
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,80 to under 85 years,82.5,Male,615,2.788875115775417
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,80 to under 85 years,82.5,Female,243,2.385606273598312
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,85 years and over,90.0,Male,446,2.649334858712142
2023,TDU-02102,Malignant neoplasms of oesophagus,Cancer,85 years and over,90.0,Female,268,2.428134794028789
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,25 to under 30 years,27.5,Male,3,0.47712125471966244
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,25 to under 30 years,27.5,Female,10,1.0
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,30 to under 35 years,32.5,Male,11,1.0413926851582251
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,30 to under 35 years,32.5,Female,17,1.2304489213782739
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,35 to under 40 years,37.5,Male,26,1.414973347970818
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,35 to under 40 years,37.5,Female,28,1.4471580313422192
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,40 to under 45 years,42.5,Male,45,1.6532125137753437
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,40 to under 45 years,42.5,Female,35,1.5440680443502757
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,45 to under 50 years,47.5,Male,81,1.9084850188786497
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,45 to under 50 years,47.5,Female,51,1.7075701760979363
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,50 to under 55 years,52.5,Male,164,2.214843848047698
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,50 to under 55 years,52.5,Female,114,2.0569048513364727
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,55 to under 60 years,57.5,Male,326,2.513217600067939
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,55 to under 60 years,57.5,Female,156,2.1931245983544616
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,60 to under 65 years,62.5,Male,505,2.7032913781186614
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,60 to under 65 years,62.5,Female,223,2.3483048630481607
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,65 to under 70 years,67.5,Male,592,2.77232170672292
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,65 to under 70 years,67.5,Female,283,2.45178643552429
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,70 to under 75 years,72.5,Male,635,2.8027737252919755
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,70 to under 75 years,72.5,Female,335,2.525044807036845
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,75 to under 80 years,77.5,Male,625,2.7958800173440754
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,75 to under 80 years,77.5,Female,373,2.571708831808688
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,80 to under 85 years,82.5,Male,805,2.9057958803678687
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,80 to under 85 years,82.5,Female,589,2.7701152947871015
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,85 years and over,90.0,Male,852,2.9304395947667
2023,TDU-02103,Malignant neoplasms of stomach,Cancer,85 years and over,90.0,Female,920,2.963787827345555
2023,TDU-02104,Malignant neoplasms of colon,Cancer,25 to under 30 years,27.5,Male,8,0.9030899869919435
2023,TDU-02104,Malignant neoplasms of colon,Cancer,25 to under 30 years,27.5,Female,6,0.7781512503836436
2023,TDU-02104,Malignant neoplasms of colon,Cancer,30 to under 35 years,32.5,Male,15,1.1760912590556813
2023,TDU-02104,Malignant neoplasms of colon,Cancer,30 to under 35 years,32.5,Female,11,1.0413926851582251
2023,TDU-02104,Malignant neoplasms of colon,Cancer,35 to under 40 years,37.5,Male,28,1.4471580313422192
2023,TDU-02104,Malignant neoplasms of colon,Cancer,35 to under 40 years,37.5,Female,21,1.3222192947339193
2023,TDU-02104,Malignant neoplasms of colon,Cancer,40 to under 45 years,42.5,Male,55,1.7403626894942439
2023,TDU-02104,Malignant neoplasms of colon,Cancer,40 to under 45 years,42.5,Female,58,1.7634279935629373
2023,TDU-02104,Malignant neoplasms of colon,Cancer,45 to under 50 years,47.5,Male,88,1.9444826721501687
2023,TDU-02104,Malignant neoplasms of colon,Cancer,45 to under 50 years,47.5,Female,80,1.9030899869919435
2023,TDU-02104,Malignant neoplasms of colon,Cancer,50 to under 55 years,52.5,Male,210,2.322219294733919
2023,TDU-02104,Malignant neoplasms of colon,Cancer,50 to under 55 years,52.5,Female,136,2.1335389083702174
2023,TDU-02104,Malignant neoplasms of colon,Cancer,55 to under 60 years,57.5,Male,392,2.593286067020457
2023,TDU-02104,Malignant neoplasms of colon,Cancer,55 to under 60 years,57.5,Female,274,2.437750562820388
2023,TDU-02104,Malignant neoplasms of colon,Cancer,60 to under 65 years,62.5,Male,628,2.797959643737196
2023,TDU-02104,Malignant neoplasms of colon,Cancer,60 to under 65 years,62.5,Female,436,2.639486489268586
2023,TDU-02104,Malignant neoplasms of colon,Cancer,65 to under 70 years,67.5,Male,859,2.9339931638312424
2023,TDU-02104,Malignant neoplasms of colon,Cancer,65 to under 70 years,67.5,Female,536,2.72916478969277
2023,TDU-02104,Malignant neoplasms of colon,Cancer,70 to under 75 years,72.5,Male,1035,3.0149403497929366
2023,TDU-02104,Malignant neoplasms of colon,Cancer,70 to under 75 years,72.5,Female,756,2.8785217955012063
2023,TDU-02104,Malignant neoplasms of colon,Cancer,75 to under 80 years,77.5,Male,1022,3.009450895798694
2023,TDU-02104,Malignant neoplasms of colon,Cancer,75 to under 80 years,77.5,Female,842,2.9253120914996495
2023,TDU-02104,Malignant neoplasms of colon,Cancer,80 to under 85 years,82.5,Male,1470,3.167317334748176
2023,TDU-02104,Malignant neoplasms of colon,Cancer,80 to under 85 years,82.5,Female,1477,3.1693804953119495
